product name,color,description,url,time,price,currency,size,region,category
V Barocco Print Cap,print,"This cap boasts the V Barocco - the print features gold Medusa, Baroque leaf and V elements - the same acanthus leaf enriched V feat",https://www.versace.com/us/en-us/women/accessories/hats-gloves/v-barocco-print-cap-a7008/ICAP004-A233583_A7008.html?cgid=141400,2020-04-05 19:43:13.543655,$375,USD,"S,M,L",us,"women,accessories,hats-gloves"
Safety Pin Cap,black,This cap features a central logo and an embroidered Safety Pin motif.,https://www.versace.com/us/en-us/women/accessories/hats-gloves/safety-pin-cap-a1008/ICAP004-A233165_A1008.html?cgid=141400,2020-04-05 19:43:13.558069,$375,USD,"M,L",us,"women,accessories,hats-gloves"
Safety Pin Hat,"pink,black","Crafted in a soft mohair blend, this hat features the heritage gold-tone Safety Pin detail.",https://www.versace.com/us/en-us/women/accessories/hats-gloves/safety-pin-hat-i1008/ICAP007-IK0361_I01_UNIC_I1008__.html?cgid=141400,2020-04-05 19:43:13.581175,$375,USD,one-size,us,"women,accessories,hats-gloves"
GV Signature Cap,"black,Black,pink+print,white",This cap is embellished with a central embroidery boasting the Gianni Versace Signature.,https://www.versace.com/us/en-us/women/accessories/hats-gloves/gv-signature-cap-a1001/ICAP004-A233159_A1001.html?cgid=141400,2020-04-05 19:43:13.696467,$325,USD,"S,M,L,XL",us,"women,accessories,hats-gloves"
GV Signature Cap,"black,Black,pink+print,white",This cap is embellished with a central embroidery boasting the Gianni Versace Signature.,https://www.versace.com/us/en-us/women/accessories/hats-gloves/gv-signature-cap-a1237/ICAP004-A233159_A1237.html?cgid=141400,2020-04-05 19:43:13.731692,$325,USD,"M,L",us,"women,accessories,hats-gloves"
GV Signature Pattern Wool Hat,black+white,"Crafted from soft wool, this hat features a pattern from the GV Signature print.",https://www.versace.com/us/en-us/women/accessories/hats-gloves/gv-signature-pattern-wool-hat-a4016/ICAP002-A233558_I01_UNIC_A4016__.html?cgid=141400,2020-04-05 19:43:13.746799,$350,USD,one-size,us,"women,accessories,hats-gloves"
GV Signature Cap,"black,Black,pink+print,white",This cap is embellished with a central embroidery boasting the Gianni Versace Signature.,https://www.versace.com/us/en-us/women/accessories/hats-gloves/gv-signature-cap-a2003/ICAP004-A233159_A2003.html?cgid=141400,2020-04-05 19:43:13.780788,$325,USD,"S,M,L",us,"women,accessories,hats-gloves"
GV Signature Quilted Headband,black,Quilted headband boasting the GV Signature print.,https://www.versace.com/us/en-us/women/accessories/hats-gloves/gv-signature-quilted-headband-a1008/ICER001-A233139_I01_UNIC_A1008__.html?cgid=141400,2020-04-05 19:43:13.796156,$325,USD,one-size,us,"women,accessories,hats-gloves"
GV Signature Pattern Hat,Black/Gold,"Crafted in a soft wool blend, this hat features a pattern from the GV Signature print.",https://www.versace.com/us/en-us/women/accessories/hats-gloves/gv-signature-pattern-hat-a4007/ICAP002-A233573_I01_UNIC_A4007__.html?cgid=141400,2020-04-05 19:43:13.815530,$375,USD,one-size,us,"women,accessories,hats-gloves"
GV Signature Motif Leather Gloves,Black,"Crafted from the finest quality leather, these gloves boast the embroidered Gianni Versace signature.",https://www.versace.com/us/en-us/women/accessories/hats-gloves/gv-signature-motif-leather-gloves-a431/IGU0004-A233580_A431.html?cgid=141400,2020-04-05 19:43:13.868560,$775,USD,"6 1/2,7,7 1/2,8",us,"women,accessories,hats-gloves"
GV Signature Cap,"black,Black,pink+print,white",This cap is embellished with a central embroidery boasting the Gianni Versace Signature.,https://www.versace.com/us/en-us/women/accessories/hats-gloves/gv-signature-cap-a2024/ICAP004-A233159_A2024.html?cgid=141400,2020-04-05 19:43:13.956425,$325,USD,"S,M,L,XL",us,"women,accessories,hats-gloves"
GV Signature Cowboy Hat,"black,pink","Crafted from soft wool, this cowboy hat boasts Gianni Versace signature.",https://www.versace.com/us/en-us/women/accessories/hats-gloves/gv-signature-cowboy-hat-a1008/ICAP018-A233403_A1008.html?cgid=141400,2020-04-05 19:43:13.990376,$975,USD,"S,M,L",us,"women,accessories,hats-gloves"
GV Signature Cowboy Hat,"black,pink","Crafted from soft wool, this cowboy hat boasts Gianni Versace signature.",https://www.versace.com/us/en-us/women/accessories/hats-gloves/gv-signature-cowboy-hat-a1708/ICAP018-A233403_A1708.html?cgid=141400,2020-04-05 19:43:14.002210,$975,USD,"S,M,L",us,"women,accessories,hats-gloves"
Barocco Western Print Cap,print,"A casual accessory, this cap features an embroidery of Gianni Versace's handwritten signature placed over the Barocco Western print.",https://www.versace.com/us/en-us/women/accessories/hats-gloves/barocco-western-print-cap-a7008/ICAP004-A232652_A7008.html?cgid=141400,2020-04-05 19:43:14.015145,$375,USD,"S,M,L,XL",us,"women,accessories,hats-gloves"
Jungle Print Hair Tie,print,"A bold accessory, this hair tie features the iconic Jungle print that was famously reprised on the Spring-Summer 2020 runway.",https://www.versace.com/us/en-us/women/accessories/hats-gloves/jungle-print-hair-tie-a7488/IELA002-A234694_I01_UNIC_A7488__.html?cgid=141400,2020-04-05 19:43:14.031685,$150,USD,one-size,us,"women,accessories,hats-gloves"
Virtus Belt Bag,"red,white,black","Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and charact",https://www.versace.com/us/en-us/women/bags/backpacks-belt-bags/virtus-belt-bag-dzrtp/DV3G984-D5VIT_DTU_UNICA_DZRTP__.html?cgid=142600,2020-04-05 19:43:14.047463,"$1,175",USD,one-size,us,"women,bags,backpacks-belt-bags"
Jungle Print Headband,print,"An accent piece, this bold headband features the iconic Jungle print that was famously reprised on the Spring-Summer 2020 runway.",https://www.versace.com/us/en-us/women/accessories/hats-gloves/jungle-print-headband-a7488/ICER001-A234694_I01_UNIC_A7488__.html?cgid=141400,2020-04-05 19:43:14.091213,$375,USD,one-size,us,"women,accessories,hats-gloves"
Virtus Belt Bag,"red,white,black","Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and charact",https://www.versace.com/us/en-us/women/bags/backpacks-belt-bags/virtus-belt-bag-k41ot/DV3G984-D5VIT_DTU_UNICA_K41OT__.html?cgid=142600,2020-04-05 19:43:14.103625,"$1,175",USD,one-size,us,"women,bags,backpacks-belt-bags"
Small Virtus Backpack,"white,black","Taking its name from the Roman deity that symbolizes strength, courage, and character, the new Virtus backpack is crafted in exceptional qua",https://www.versace.com/us/en-us/women/bags/backpacks-belt-bags/small-virtus-backpack-k41ot/DBFH308-D5VTF_DTU_UNICA_K41OT__.html?cgid=142600,2020-04-05 19:43:14.200618,"$2,595",USD,one-size,us,"women,bags,backpacks-belt-bags"
Quilted Virtus Belt Bag,"blue,white,black","Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and charact",https://www.versace.com/us/en-us/women/bags/backpacks-belt-bags/quilted-virtus-belt-bag-k0aot/DV3G984-DNATR4_DTU_UNICA_K0AOT__.html?cgid=142600,2020-04-05 19:43:14.214027,"$1,195",USD,one-size,us,"women,bags,backpacks-belt-bags"
Small Virtus Backpack,"white,black","Taking its name from the Roman deity that symbolizes strength, courage, and character, the new Virtus backpack is crafted in exceptional qua",https://www.versace.com/us/en-us/women/bags/backpacks-belt-bags/small-virtus-backpack-k0aot/DBFH308-D5VTF_DTU_UNICA_K0AOT__.html?cgid=142600,2020-04-05 19:43:14.226017,"$2,595",USD,one-size,us,"women,bags,backpacks-belt-bags"
Virtus Python Belt Bag,pink,"The Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character. Crafted in luxurious python leather, the",https://www.versace.com/us/en-us/women/bags/backpacks-belt-bags/virtus-python-belt-bag-d6sot/DV3G984-D3PML_DTU_UNICA_D6SOT__.html?cgid=142600,2020-04-05 19:43:14.242433,"$2,125",USD,one-size,us,"women,bags,backpacks-belt-bags"
Quilted Virtus Belt Bag,"blue,white,black","Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and charact",https://www.versace.com/us/en-us/women/bags/backpacks-belt-bags/quilted-virtus-belt-bag-k41ot/DV3G984-DNATR4_DTU_UNICA_K41OT__.html?cgid=142600,2020-04-05 19:43:14.255610,"$1,195",USD,one-size,us,"women,bags,backpacks-belt-bags"
V Barocco Print Tote,print,"This versatile tote features the V Barocco print, depicting the Virtus V surrounded by heritage motifs. The classic style features discrete",https://www.versace.com/us/en-us/women/bags/tote-bags/v-barocco-print-tote-dnmot/DBFH329-D2NSB_DTU_UNICA_DNMOT__.html?cgid=142100,2020-04-05 19:43:14.300125,$725,USD,one-size,us,"women,bags,tote-bags"
Large Icon Handbag,black,"The Icon handbag, a timeless must-have for the woman on the go. The bag to take you from desk to drinks - from uptown to downtown, the Icon",https://www.versace.com/us/en-us/women/bags/tote-bags/large-icon-handbag-k41ot/DBFG311-DV1T_DTU_UNICA_K41OT__.html?cgid=142100,2020-04-05 19:43:14.379323,"$2,675",USD,one-size,us,"women,bags,tote-bags"
Tie-Dye Print Virtus Bucket Bag,print,"Presented on the Spring-Summer 2020 runway, the new bucket bag style features top handles, a removable leather shoulder strap and flat inter",https://www.versace.com/us/en-us/women/bags/tote-bags/tie-dye-print-virtus-bucket-bag-dbvot/DBFH470-D2VSTD_DTU_UNICA_DBVOT__.html?cgid=142100,2020-04-05 19:43:14.391769,"$2,225",USD,one-size,us,"women,bags,tote-bags"
Jungle Print Tote Bag,"pink,blue","A statement accessory, this large vinyl tote bag boasts the iconic Jungle print, famously reprised on the Spring-Summer 2020 runway. The cas",https://www.versace.com/us/en-us/women/bags/tote-bags/jungle-print-tote-bag-dv8jt/DBFH625-DPSPV_DTU_UNICA_DV8JT__.html?cgid=142100,2020-04-05 19:43:14.405423,$975,USD,one-size,us,"women,bags,tote-bags"
Large Tie-Dye Print Virtus Bucket Bag,blue,"Presented on the Spring-Summer 2020 runway, the new bucket bag style features top handles, a removable leather shoulder strap and flat inter",https://www.versace.com/us/en-us/women/bags/tote-bags/large-tie-dye-print-virtus-bucket-bag-dbwot/DBFH488-D2VSTD_DTU_UNICA_DBWOT__.html?cgid=142100,2020-04-05 19:43:14.433833,"$2,475",USD,one-size,us,"women,bags,tote-bags"
Large Virtus Bucket Bag,"black,white","Presented on the Spring-Summer 2020 runway, the new bucket bag style features top handles, a removable leather shoulder strap and flat inter",https://www.versace.com/us/en-us/women/bags/tote-bags/large-virtus-bucket-bag-k41ot/DBFH488-D5VIT_DTU_UNICA_K41OT__.html?cgid=142100,2020-04-05 19:43:14.446807,"$2,225",USD,one-size,us,"women,bags,tote-bags"
Jungle Print Tote Bag,"pink,blue","A statement accessory, this large vinyl tote bag boasts the iconic Jungle print, famously reprised on the Spring-Summer 2020 runway. The cas",https://www.versace.com/us/en-us/women/bags/tote-bags/jungle-print-tote-bag-dfajt/DBFH625-DPSPV_DTU_UNICA_DFAJT__.html?cgid=142100,2020-04-05 19:43:14.458185,$975,USD,one-size,us,"women,bags,tote-bags"
Large Virtus Bucket Bag,"black,white","Presented on the Spring-Summer 2020 runway, the new bucket bag style features top handles, a removable leather shoulder strap and flat inter",https://www.versace.com/us/en-us/women/bags/tote-bags/large-virtus-bucket-bag-k0aot/DBFH488-D5VIT_DTU_UNICA_K0AOT__.html?cgid=142100,2020-04-05 19:43:14.480778,"$2,225",USD,one-size,us,"women,bags,tote-bags"
Antheia Leaf Sandals,green,"Seen on the Spring-Summer 2020 runway, these sandals are crafted from calf leather and snakeskin. The delicate straps are enriched with leaf",https://www.versace.com/us/en-us/women/shoes/sandals/antheia-leaf-sandals-dmvh/DST317P-DAYK3_DMVH.html?cgid=131400,2020-04-05 19:43:14.626115,"$1,550",USD,"37,38,39,40",us,"women,shoes,sandals"
Antheia Sandals,"black,white","Understated, yet elegant, these nappa leather sandals feature a clear, plexi heel.",https://www.versace.com/us/en-us/women/shoes/sandals/antheia-sandals-k0aoh/DST317P-DNA5_K0AOH.html?cgid=131400,2020-04-05 19:43:14.640332,"$1,125",USD,"36,37,37.5,38,39,40",us,"women,shoes,sandals"
Jungle Print Medusa Antheia Mules,print,"Seen on the Spring-Summer 2020 runway, these mules feature a degradé high heel going from blue to green tones. The upper boasts the iconic J",https://www.versace.com/us/en-us/women/shoes/sandals/jungle-print-medusa-antheia-mules-dv8/DST298P-DPV5_DV8.html?cgid=131400,2020-04-05 19:43:14.664062,"$1,225",USD,"36,36.5,37,37.5,38,38.5,39,39.5,40,41",us,"women,shoes,sandals"
Antheia Sandals,"black,white","Understated, yet elegant, these nappa leather sandals feature a clear, plexi heel.",https://www.versace.com/us/en-us/women/shoes/sandals/antheia-sandals-d41oh/DST317P-DNA5_D41OH.html?cgid=131400,2020-04-05 19:43:14.677037,"$1,125",USD,"36,37,37.5,38,38.5,39,40",us,"women,shoes,sandals"
Medusa Stud Icon Sandals,gold,"Ankle strap, heel leather sandals crafted in supple calf leather and double leather straps with small Medusa medallions.",https://www.versace.com/us/en-us/women/shoes/sandals/medusa-stud-icon-sandals-da7ot/DSR581N-DVT2U_DA7OT.html?cgid=131400,2020-04-05 19:43:14.691206,$995,USD,"37.5,38.5,39,39.5",us,"women,shoes,sandals"
Tie-Dye Print Medusa Antheia Mules,print,"Seen on the Spring-Summer 2020 runway, these mules feature a degradé high heel going from dark to light fuchsia tones. The upper boasts the",https://www.versace.com/us/en-us/women/shoes/sandals/tie-dye-print-medusa-antheia-mules-dfn/DST298P-DPV6_DFN.html?cgid=131400,2020-04-05 19:43:14.714979,"$1,225",USD,"36,36.5,37,37.5,38,38.5,39,39.5,40,41",us,"women,shoes,sandals"
Medusa Cage Sandals,"black,neutrals","Crafted in elegant satin, these platform sandals are embellished with heritage cage straps and crystal-enriched Medusa hardware.",https://www.versace.com/us/en-us/women/shoes/sandals/medusa-cage-sandals-dxnoh/DST216S-DRA6_DXNOH.html?cgid=131400,2020-04-05 19:43:14.729104,"$2,475",USD,"36,36.5,37,37.5,38,38.5,39,39.5,40,41",us,"women,shoes,sandals"
Leather Double Platform Sandals,"white,pink","High heel, double platform sandals in soft leather. Featuring Medusa medallion embellished ankle and toe straps.",https://www.versace.com/us/en-us/women/shoes/sandals/leather-double-platform-sandals-k0aoh/DSR935S-DVT2P_K0AOH.html?cgid=131400,2020-04-05 19:43:14.864622,"$1,225",USD,"36,37,37.5,38,38.5,39,40,41",us,"women,shoes,sandals"
Medusa Cage Sandals,"black,neutrals","Crafted in elegant satin, these platform sandals are embellished with heritage cage straps and crystal-enriched Medusa hardware.",https://www.versace.com/us/en-us/women/shoes/sandals/medusa-cage-sandals-d41oh/DST216S-DRA6_D41OH.html?cgid=131400,2020-04-05 19:43:14.879017,"$2,475",USD,"36,37,37.5,38,38.5,39,40,41",us,"women,shoes,sandals"
Leather Double Platform Sandals,"white,pink","High heel, double platform sandals in soft leather. Featuring Medusa medallion embellished ankle and toe straps.",https://www.versace.com/us/en-us/women/shoes/sandals/leather-double-platform-sandals-k6toh/DSR935S-DVT2P_K6TOH.html?cgid=131400,2020-04-05 19:43:14.920614,"$1,225",USD,"36,37,37.5,38,38.5,39,40,41",us,"women,shoes,sandals"
Signature Ankle Strap Sandals,"gold,black",Update your timeless evening options with these Signature Medusa embellished sandals featuring a shimmering Medusa in the front for added gl,https://www.versace.com/us/en-us/women/shoes/sandals/signature-ankle-strap-sandals-d41oc/DSR027P-DVTBK_D41OC.html?cgid=131400,2020-04-05 19:43:14.934026,$995,USD,"36.5,40,40.5",us,"women,shoes,sandals"
V Barocco Print Mules,print,"Crafted in supple leather, these high heeled mules feature the V Barocco print. The design depicts the Virtus V surrounded by heritage motif",https://www.versace.com/us/en-us/women/shoes/sandals/v-barocco-print-mules-db5oh/DSR626N-DVB9_DB5OH.html?cgid=131400,2020-04-05 19:43:14.949138,$850,USD,"36,37,37.5,38,38.5,39,40,41",us,"women,shoes,sandals"
Virtus Mules,"black,red","Crafted from supple calf leather, these high heeled mules are enriched with emblematic Virtus V hardware.",https://www.versace.com/us/en-us/women/shoes/sandals/virtus-mules-khroh/DST173N-DVT2P_KHROH.html?cgid=131400,2020-04-05 19:43:14.990658,$975,USD,"36,37,37.5,38,38.5,39,40,41",us,"women,shoes,sandals"
Virtus Mules,"black,red","Crafted from supple calf leather, these high heeled mules are enriched with emblematic Virtus V hardware.",https://www.versace.com/us/en-us/women/shoes/sandals/virtus-mules-d41oh/DST173N-DVT2P_D41OH.html?cgid=131400,2020-04-05 19:43:15.005401,$975,USD,"36,37,37.5,38,38.5,39,40,41",us,"women,shoes,sandals"
Signature Ankle Strap Sandals,"gold,black",Update your timeless evening options with these Signature Medusa embellished sandals featuring a shimmering Medusa in the front for added gl,https://www.versace.com/us/en-us/women/shoes/sandals/signature-ankle-strap-sandals-d41o/DSR027P-DVTBK_D41O.html?cgid=131400,2020-04-05 19:43:15.031147,$995,USD,"35,35.5,36,36.5,37,37.5,38,38.5,39,39.5,40,40.5,41",us,"women,shoes,sandals"
Black Palazzo Empire Greca Watch,black+gold,"An elegant accessory, the Palazzo Empire Greca watch is embellished with a central Medusa on the dial and by the Greca on the case. The dial",https://www.versace.com/us/en-us/women/accessories/watches/black-palazzo-empire-greca-watch-pnul/PVEDV001-P0019_RTU_TU_PNUL__.html?cgid=144000,2020-04-05 19:43:15.083361,"$1,395",USD,one-size,us,"women,accessories,watches"
Barocco Western Mules,black,"Crafted from exceptional quality leather, these mules are enriched with Barocco buckles evoking Western folklore. The pointed toe sandals fe",https://www.versace.com/us/en-us/women/shoes/sandals/barocco-western-mules-d41oh/DST154P-DVT2P_D41OH.html?cgid=131400,2020-04-05 19:43:15.109044,"$1,350",USD,"35,36,36.5,37,37.5,38,38.5,39,39.5,40,41",us,"women,shoes,sandals"
Light Pink Medusa Lock Icon Watch,pink+burgundy,"A feminine timepiece, the Medusa Lock Icon watch is enriched with the iconic Greca on the top ring and on the padlock. The golden dial featu",https://www.versace.com/us/en-us/women/accessories/watches/light-pink-medusa-lock-icon-watch-pnul/PVEDW003-P0019_RTU_TU_PNUL__.html?cgid=144000,2020-04-05 19:43:15.136179,"$1,395",USD,one-size,us,"women,accessories,watches"
Black 90s Vintage Logo Sport Tech Watch,black+gold,"Bold, yet sophisticated, Sport Tech is the chronograph for men who aren’t held back my limits. Inspired by Versace Activewear, features a bl",https://www.versace.com/us/en-us/women/accessories/watches/black-90s-vintage-logo-sport-tech-watch-pnul/PVELT001-P0019_RTU_TU_PNUL__.html?cgid=144000,2020-04-05 19:43:15.197548,"$1,495",USD,one-size,us,"women,accessories,watches"
Black Greca Icon Watch,black,A glamorous and modern reinterpretation of one of the quintessential symbols of Versace –the curvilinear design of the Greca Icon w,https://www.versace.com/us/en-us/women/accessories/watches/black-greca-icon-watch-pnul/PVELU004-P0019_RTU_TU_PNUL__.html?cgid=144000,2020-04-05 19:43:15.222515,"$1,295",USD,one-size,us,"women,accessories,watches"
Black Palazzo Empire Greca Watch,black,The Palazzo Empire Greca watch is embellished by a central Medusa on the dial and the Greca on the rose-gold case. The matte black dial is e,https://www.versace.com/us/en-us/women/accessories/watches/black-palazzo-empire-greca-watch-pnul/PVEDV007-P0019_RTU_TU_PNUL__.html?cgid=144000,2020-04-05 19:43:15.259135,"$1,395",USD,one-size,us,"women,accessories,watches"
Gold Palazzo Empire Greca Watch,gold,"A timeless accessory, the Palazzo Empire Greca watch is embellished with inconic house codes: a central Medusa on the dial and the Greca on",https://www.versace.com/us/en-us/women/accessories/watches/gold-palazzo-empire-greca-watch-pnul/PVEDV006-P0019_RTU_TU_PNUL__.html?cgid=144000,2020-04-05 19:43:15.414170,"$1,495",USD,one-size,us,"women,accessories,watches"
Virtus Wedge Sandals,black,"Crafted from supple calf leather, these lace-up wedges are embellished with gold-tone Barocco V hardware.",https://www.versace.com/us/en-us/women/shoes/sandals/virtus-wedge-sandals-d41oh/DST324S-DVT2P_D41OH.html?cgid=131400,2020-04-05 19:43:15.431744,$725,USD,"36,37,37.5,38,39,40",us,"women,shoes,sandals"
Metallic Platform Sandals,animalier,"Crafted from shimmering metallic fabric, these sandals are set on platform sole and block heel. Both the ankle strap and toe strap are adorn",https://www.versace.com/us/en-us/women/shoes/sandals/metallic-platform-sandals-dmxp/DST262T-DTLP_DMXP.html?cgid=131400,2020-04-05 19:43:15.445831,"$1,125",USD,"36,37,37.5,38,39,40,41",us,"women,shoes,sandals"
Two-Tone Sport Tech Watch,black+gold,"Bold, yet sophisticated, Sport Tech is the chronograph for men who aren’t held back my limits. Inspired by Versace Activewear, features a bl",https://www.versace.com/us/en-us/women/accessories/watches/two-tone-sport-tech-watch-pnul/PVELT004-P0019_RTU_TU_PNUL__.html?cgid=144000,2020-04-05 19:43:15.501089,"$1,695",USD,one-size,us,"women,accessories,watches"
Medusa Antheia Mid-Heel Mules,print,"Seen on the Spring-Summer 2020 runway, these mules feature a degradé high mid-heel going from blue to green tones. The upper boasts the icon",https://www.versace.com/us/en-us/women/shoes/sandals/medusa-antheia-mid-heel-mules-dv8/DST316H-DPV5_DV8.html?cgid=131400,2020-04-05 19:43:15.524661,$975,USD,"36,37,38,39,40,41",us,"women,shoes,sandals"
Virtus Sandals,black,"Crafted in exceptionally soft calf leather, these high heel sandals feature an ankle belt and toe strap. The elegant sandals are enriched wi",https://www.versace.com/us/en-us/women/shoes/sandals/virtus-sandals-d41oh/DST212P-DVT2P_D41OH.html?cgid=131400,2020-04-05 19:43:15.589514,"$1,125",USD,"36,37,37.5,38,38.5,39,40,41",us,"women,shoes,sandals"
Virtus Lace-Up Sandals,black,"Contemporary and elegant, these lace-up sandals are enriched with Barocco V hardware. Crafted from supple calf leather, the style features a",https://www.versace.com/us/en-us/women/shoes/sandals/virtus-lace-up-sandals-d41oh/DST271P-DVT2P_D41OH.html?cgid=131400,2020-04-05 19:43:15.613498,"$1,375",USD,"36,37,38,39,40",us,"women,shoes,sandals"
Antheia Lace-Up Sandals,black,"A runway style, these lace-up sandals are crafted from the softest nappa leather. The statement shoes are embellished with a clear, plexi he",https://www.versace.com/us/en-us/women/shoes/sandals/antheia-lace-up-sandals-d41oh/DST331P-DNA5_D41OH.html?cgid=131400,2020-04-05 19:43:15.626378,"$1,225",USD,"36,37,37.5,38,39,40",us,"women,shoes,sandals"
Embellished Platform Sandals,black,"Coated in shimmering crystals, these sandals are set on a chunky platform sole and block heel. The ankle and toe straps fasten using silver-",https://www.versace.com/us/en-us/women/shoes/sandals/embellished-platform-sandals-d41p/DST262T-DRA11_D41P.html?cgid=131400,2020-04-05 19:43:15.639812,"$1,625",USD,"36,37,37.5,38,39,40,41",us,"women,shoes,sandals"
Bondage Lace-Up Sandals,"White,black","Crafted from supple calf leather, these sandals draw inspiration from the House's rich rock'n'roll heritage. This lace-up style features a p",https://www.versace.com/us/en-us/women/shoes/sandals/bondage-lace-up-sandals-d41p/DST256P-DVT32_D41P.html?cgid=131400,2020-04-05 19:43:15.656383,"$1,475",USD,"37,37.5,38,39,40,41",us,"women,shoes,sandals"
Virtus Evening Bag,"red,white,black,pink","Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character.",https://www.versace.com/us/en-us/women/bags/clutch-bags/virtus-evening-bag-dzrtp/DBFH209-D5VIT_DTU_UNICA_DZRTP__.html?cgid=142300,2020-04-05 19:43:15.734242,$795,USD,one-size,us,"women,bags,clutch-bags"
Quilted Virtus Evening Bag,"blue,pink,black,orange,white,pink","Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character.",https://www.versace.com/us/en-us/women/bags/clutch-bags/quilted-virtus-evening-bag-k41ot/DBFH209-DNATR4_DTU_UNICA_K41OT__.html?cgid=142300,2020-04-05 19:43:15.796556,$895,USD,one-size,us,"women,bags,clutch-bags"
Quilted Virtus Evening Bag,"blue,pink,black,orange,white,pink","Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character.",https://www.versace.com/us/en-us/women/bags/clutch-bags/quilted-virtus-evening-bag-k0aot/DBFH209-DNATR4_DTU_UNICA_K0AOT__.html?cgid=142300,2020-04-05 19:43:15.810703,$895,USD,one-size,us,"women,bags,clutch-bags"
Quilted Virtus Evening Bag,"blue,pink,black,orange,white,pink","Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character.",https://www.versace.com/us/en-us/women/bags/clutch-bags/quilted-virtus-evening-bag-k5bgt/DBFH209-DNATR4_DTU_UNICA_K5BGT__.html?cgid=142300,2020-04-05 19:43:15.825595,$895,USD,one-size,us,"women,bags,clutch-bags"
Virtus Evening Bag,"red,white,black,pink","Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character.",https://www.versace.com/us/en-us/women/bags/clutch-bags/virtus-evening-bag-k0aot/DBFH209-D5VIT_DTU_UNICA_K0AOT__.html?cgid=142300,2020-04-05 19:43:15.840128,$795,USD,one-size,us,"women,bags,clutch-bags"
Virtus Clutch,"black,white","Taking its name from the Roman deity that symbolizes strength, courage, and character, the new Virtus clutch bag is crafted in exceptional q",https://www.versace.com/us/en-us/women/bags/clutch-bags/virtus-clutch-k41ot/DBSH322-D5VIT_DTU_UNICA_K41OT__.html?cgid=142300,2020-04-05 19:43:15.865714,"$1,425",USD,one-size,us,"women,bags,clutch-bags"
Studded Virtus Clutch,black,"Taking its name from the Roman deity that symbolizes strength, courage, and character, the new studded Virtus clutch bag is crafted in excep",https://www.versace.com/us/en-us/women/bags/clutch-bags/studded-virtus-clutch-k41ot/DBSH322-DCM2S_DTU_UNICA_K41OT__.html?cgid=142300,2020-04-05 19:43:15.879057,"$1,675",USD,one-size,us,"women,bags,clutch-bags"
Virtus Evening Bag,"red,white,black,pink","Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character.",https://www.versace.com/us/en-us/women/bags/clutch-bags/virtus-evening-bag-k41ot/DBFH209-D5VIT_DTU_UNICA_K41OT__.html?cgid=142300,2020-04-05 19:43:15.892409,$795,USD,one-size,us,"women,bags,clutch-bags"
Virtus Clutch,"black,white","Taking its name from the Roman deity that symbolizes strength, courage, and character, the new Virtus clutch bag is crafted in exceptional q",https://www.versace.com/us/en-us/women/bags/clutch-bags/virtus-clutch-k0aot/DBSH322-D5VIT_DTU_UNICA_K0AOT__.html?cgid=142300,2020-04-05 19:43:15.974894,"$1,425",USD,one-size,us,"women,bags,clutch-bags"
Virtus Embellished Evening Bag,"white,pink,black","Crafted from leather and embellished with shimmering crystals, the Virtus evening bag features a magnetic flap-over closure, a shoulder chai",https://www.versace.com/us/en-us/women/bags/clutch-bags/virtus-embellished-evening-bag-d01bt/DBFH209-D2RASS_DTU_UNICA_D01BT__.html?cgid=142300,2020-04-05 19:43:16.083638,"$1,150",USD,one-size,us,"women,bags,clutch-bags"
Virtus Embellished Evening Bag,"white,pink,black","Crafted from leather and embellished with shimmering crystals, the Virtus evening bag features a magnetic flap-over closure, a shoulder chai",https://www.versace.com/us/en-us/women/bags/clutch-bags/virtus-embellished-evening-bag-df1ot/DBFH209-D2RASS_DTU_UNICA_DF1OT__.html?cgid=142300,2020-04-05 19:43:16.102188,"$1,150",USD,one-size,us,"women,bags,clutch-bags"
Quilted Virtus Evening Bag,"blue,pink,black,orange,white,pink","Debuting on the Fall-Winter 2019 runway, the Virtus bag takes its name from the Roman deity and symbolizes strength, courage, and character.",https://www.versace.com/us/en-us/women/bags/clutch-bags/quilted-virtus-evening-bag-k6bot/DBFH209-DNATR4_DTU_UNICA_K6BOT__.html?cgid=142300,2020-04-05 19:43:16.116550,$895,USD,one-size,us,"women,bags,clutch-bags"
